"","gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"NDUFAF7","NDUFAF7",291.355219806966,-0.0529883844783878,0.131394565487745,-0.402290959304364,0.687469907354895,0.838236486039145
"RBM5","RBM5",2121.35208474984,-0.189174467258442,0.0928957547110352,-2.03784057162804,0.0415658794432294,0.127513552224823
"MTMR7","MTMR7",25.5454727984263,0.798212873276879,0.297647445278643,2.68631574086047,0.00722447830932006,0.0316891621932374
"SLC7A2","SLC7A2",38.4816129649182,0.519497776240722,0.298339634227384,1.43247238948083,0.15200867443345,0.333069534859819
"ARF5","ARF5",1227.28178533259,0.35826228074771,0.0865479703399212,4.13761989583795,3.50927085653803e-05,0.000304354897845849
"SARM1","SARM1",85.0386648263611,-0.15523681032306,0.203112874032303,-0.768916428917555,0.441942923778032,0.655991667270989
"POLDIP2","POLDIP2",1462.69561515166,0.138355379586433,0.085213001270198,1.62175743586476,0.104855295422179,0.254286515011986
"PLXND1","PLXND1",3640.8543968387,-0.0396755892283998,0.109944915426675,-0.378441015205029,0.705103004044075,0.850010696959368
"AK2","AK2",1227.12196341558,0.0275873803274962,0.117016675964168,0.22153211828365,0.824678131008266,0.915591605746441
"CD38","CD38",1.31973678038918,-0.229426464986427,0.28702938394983,-0.632734151929699,0.526907263724191,NA
"FKBP4","FKBP4",467.291412343194,-0.0749862967024043,0.110892185529283,-0.678425960303221,0.497501653680329,0.702008262307817
"KDM1A","KDM1A",1240.16258153878,-0.299002646148872,0.0859443152536486,-3.47914492834083,0.000503016470203244,0.00325677175625896
"RBM6","RBM6",1287.80307412179,-0.189119770912861,0.0898204885595888,-2.10300326108794,0.0354654844258418,0.112956014752832
"CAMKK1","CAMKK1",78.2649023548718,-0.524056400720397,0.238783859832708,-2.09903391108106,0.0358139115074423,0.113873105955001
"RECQL","RECQL",1036.99883249019,0.358357180762759,0.0992678530200282,3.61152720065594,0.000304399149531327,0.00210109323042059
"VPS50","VPS50",479.806999697034,-0.0330608551202521,0.109791912253703,-0.301201529125733,0.76326082386546,0.882252717200948
"HSPB6","HSPB6",2779.05981387246,-0.0764055099629351,0.0880253735409401,-0.866968744612915,0.385959135209878,0.6038380232987
"ARHGAP33","ARHGAP33",97.3707384388607,-0.377674579205562,0.198304479830627,-1.92132308193423,0.0546909889380128,0.156927359100455
"NDUFAB1","NDUFAB1",366.35173508349,0.0973073051131665,0.124077370005724,0.789828256148315,0.429628074838909,0.646196930529404
"PDK4","PDK4",914.500692969183,1.47535300120688,0.368707264647271,4.20042787357656,2.66411029661906e-05,0.000239302265438263
"SLC22A16","SLC22A16",0,NA,NA,NA,NA,NA
"ZMYND10","ZMYND10",12.8357889470026,-0.277720798244441,0.357989161364139,-0.753470369293844,0.451167310440154,0.664415712065119
"ABCB5","ABCB5",18.0540080940234,-1.16764022555703,0.355386073001757,-3.03884663445779,0.00237485719571031,0.0124509674902148
"ARX","ARX",0,NA,NA,NA,NA,NA
"SLC25A13","SLC25A13",150.709176082004,-0.00199604649849482,0.16464887746574,-0.0241740283826676,0.980713794423214,0.989870304306053
"ST7","ST7",413.025764562113,-0.549159392037074,0.13167334720637,-4.15778473391322,3.21348617258447e-05,0.00028140459917481
"CDC27","CDC27",1520.82463895321,0.0499659578226005,0.0862351216365535,0.579186292195467,0.562463479147721,0.752188942276912
"SLC4A1","SLC4A1",0,NA,NA,NA,NA,NA
"CALCR","CALCR",0,NA,NA,NA,NA,NA
"HCCS","HCCS",438.25171443122,-0.146313209257034,0.128804904844886,-1.1305981490032,0.258224266949239,0.472512515832835
"DVL2","DVL2",993.793568068463,-0.31791667956365,0.0954896493502346,-3.33276860573391,0.000859864241891947,0.00520290736195636
"PRSS22","PRSS22",0,NA,NA,NA,NA,NA
"UPF1","UPF1",2265.66724289758,0.232986006753246,0.0810190163522987,2.87471940091437,0.00404386704196634,0.0194844328189659
"SKAP2","SKAP2",756.881111518042,0.209310967375796,0.107241626726837,1.95333487147128,0.0507799280198152,0.149105331873027
"SLC25A5","SLC25A5",1121.01902297903,-0.0359939949436902,0.0924915053769321,-0.386690035013297,0.69898569428077,0.846411590328705
"MCUB","MCUB",212.097623243382,0.0814926143776161,0.148818083446145,0.537860889223418,0.590673091460101,0.773627650783891
"HOXA11","HOXA11",0.424721207241714,-0.069751078159741,0.172583406331046,-0.355689245937597,0.722073299548305,NA
"POLR2J","POLR2J",819.377224781056,0.052608047109414,0.106163914278419,0.493200740414278,0.621870754773251,0.795793427519521
"DHX33","DHX33",485.899346613029,0.347408912511568,0.12787856167607,2.71009146344592,0.00672646564746827,0.0299038442381365
"MEOX1","MEOX1",0.441734284486475,-0.104036082041031,0.152720149332256,-0.435281647477637,0.663358004497401,NA
"THSD7A","THSD7A",10.5746158360641,0.345612534506231,0.36196456958666,0.951466479229253,0.341367627035281,0.56148445758262
"LIG3","LIG3",206.071884069445,-0.367832543918826,0.163348408322589,-2.30170749326853,0.021351673342645,0.0757498353323188
"RPAP3","RPAP3",312.811081184777,-0.218317919642135,0.132341413346182,-1.65869569165826,0.0971771280013396,0.239718157150661
"ACSM3","ACSM3",8.75327492282429,-0.00428710040306803,0.370095148534001,0.0384573163286118,0.969323062924764,0.984587993049564
"REXO5","REXO5",75.4735259746937,-0.317589871283361,0.237159687216845,-1.38131799185263,0.167181208593416,0.355653926429813
"CIAPIN1","CIAPIN1",456.175792439503,0.15906661904129,0.107683382369308,1.48018279287681,0.138824471218774,0.312431382155022
"SPPL2B","SPPL2B",660.357379329392,0.0602413065815379,0.105962580732609,0.56610467409316,0.571322626080763,0.759142528604328
"ATOSB","ATOSB",704.58340390283,-0.18291640212598,0.106442295551738,-1.71763537180426,0.0858631442828926,0.218696719410434
"COPZ2","COPZ2",1019.1869906715,-0.0997924269314948,0.0908685129300022,-1.09687078268737,0.272697882494139,0.489154614882861
"PRKAR2B","PRKAR2B",298.489552350483,0.575752869767168,0.171299351919887,3.32905878626147,0.000871400095678243,0.00526440884248591
"MSL3","MSL3",462.944992221546,0.139425151313787,0.122115139124904,1.13536105912518,0.256224068549631,0.470433641466975
"CREBBP","CREBBP",2561.6917700694,-0.102847157979311,0.0994512114678242,-1.03993033898842,0.298372265922988,0.519134445488257
"TSPOAP1","TSPOAP1",152.485118546718,0.22486858827963,0.178230064148999,1.24779092242304,0.21210763386506,0.416110452071889
"MPO","MPO",4.51128615802101,-0.0063195981284449,0.356350711559612,0.178680327962258,0.858188716600857,0.931050867019447
"PON1","PON1",0.106453655430877,-0.0233967412495678,0.151907570875714,-0.14863289545726,0.881843314492441,NA
"GCFC2","GCFC2",257.668358811436,0.140346231642623,0.1295350324931,1.08251261033118,0.279024815128822,0.496558072924015
"WDR54","WDR54",232.710414346809,0.286082024752508,0.163585944761872,1.74536793632533,0.0809208432349341,0.20947990969637
"CROT","CROT",422.790834607774,-0.237503658748142,0.130093525901055,-1.82700923623087,0.0676983806927357,0.184884867819638
"ABCB4","ABCB4",33.7395628565918,-0.951549331193713,0.289798461168008,-3.13729077266125,0.00170516927446428,0.00934525295690866
"KMT2E","KMT2E",1700.21612239911,0.0805971839467961,0.0879166277701534,0.916753998248665,0.359271563155563,0.578050284666288
"RHBDD2","RHBDD2",851.900019146185,-0.112852552172017,0.0965544294218589,-1.17264647809342,0.240937602760364,0.451548423876736
"SOX8","SOX8",4.44051621458051,-0.379714491581283,0.364082385929205,-1.31245708600323,0.189365956465549,0.386863099996511
"IBTK","IBTK",1160.31424404023,-0.0576977209675523,0.0955535812443132,-0.60624305913803,0.544353363541535,0.738913120852958
"ZNF195","ZNF195",210.965736452652,-0.295237250991767,0.148690380051683,-1.98064624927327,0.0476309584981658,0.141784534400881
"MYCBP2","MYCBP2",2424.75452940108,-0.0250890953279758,0.0904118154753473,-0.277977040092111,0.781029983771398,0.892680953216072
"FBXL3","FBXL3",1411.56575727617,0.455427785456677,0.10895045780149,4.17841188219266,2.93551686912719e-05,0.000259580181209514
"ITGAL","ITGAL",0.667278509792141,-0.190320371032802,0.219333159316632,-0.83058430301164,0.406208505294725,NA
"PDK2","PDK2",643.39611589105,-0.0688581361656508,0.113949654177407,-0.607742727862278,0.543358119560679,0.738214929938578
"ITGA3","ITGA3",1286.89984501011,0.338901007045719,0.123824258734191,2.70699745086192,0.00678947787118692,0.0301055097633132
"ZFX","ZFX",788.064741425874,0.077697164685349,0.0943818365477505,0.817704896057797,0.413525714106438,0.629776630404318
"LAMP2","LAMP2",5179.00458482338,0.0628501693428033,0.0736224538433683,0.853151795884203,0.39357513103949,0.611472411991058
"ITGA2B","ITGA2B",8.4039737253196,-0.127918618903928,0.372999499815833,-0.388779388127278,0.697439349573101,0.84508575698924
"ASB4","ASB4",0,NA,NA,NA,NA,NA
"GDE1","GDE1",2207.98378545541,0.163198189232279,0.0838223551443373,1.94768157047617,0.0514530766297264,0.15044879606532
"REX1BD","REX1BD",372.995195019278,-0.0455446570407179,0.133487118745365,-0.328864349324911,0.742258221933636,0.871088112289054
"CRLF1","CRLF1",146.422619303485,0.24695327973004,0.204229813940299,1.2805535730631,0.200350516076943,0.400153626372255
"OSBPL7","OSBPL7",160.63577869195,-0.898506739185773,0.169532303285181,-5.30833520697692,1.10631044601992e-07,1.57104270646178e-06
"TMEM98","TMEM98",3092.82778297591,-0.0348856074731991,0.0775632330614658,-0.45122068250217,0.651830504584803,0.815638252028147
"YBX2","YBX2",0.76078130636334,-0.14714146042534,0.204952896539556,-0.719639299259046,0.47174710874985,NA
"KRT33A","KRT33A",0,NA,NA,NA,NA,NA
"MAP3K14","MAP3K14",197.279849881519,-0.64528214115137,0.184335747915151,-3.55756823539428,0.000374303888499397,0.00251353411739031
"ABCC8","ABCC8",0,NA,NA,NA,NA,NA
"CACNG3","CACNG3",0,NA,NA,NA,NA,NA
"TMEM132A","TMEM132A",434.853300141863,-0.49280203626696,0.116437436353569,-4.23622569632167,2.27308303983678e-05,0.000208696756845302
"AP2B1","AP2B1",6753.77648112298,0.0375676212244521,0.102234419582105,0.365767760645819,0.714538378601098,0.855339882244655
"TAC1","TAC1",0.664667474923787,0.0881724315570032,0.15460782331776,0.100109080229712,0.920257726568299,NA
"ZNF263","ZNF263",553.265792262715,0.0954236600070097,0.119605181414072,0.794851931887787,0.426699638146807,0.643318222863056
"CX3CL1","CX3CL1",9.61097922247356,0.766556285658796,0.369292709101725,1.95072614729379,0.0510896312290788,0.149719547770726
"SPATA20","SPATA20",1372.20831985032,-0.111052526886523,0.0864441853654596,-1.28496888554306,0.198803157096002,0.397943312632772
"CACNA1G","CACNA1G",63.0917364319215,-1.22154290424321,0.246264702595745,-5.11642503103737,3.11380965476412e-07,4.11006810062631e-06
"TNFRSF12A","TNFRSF12A",559.991689860942,-0.217324946932694,0.196317095920271,-1.22769335301539,0.219562102605451,0.424602902128531
"DLX6","DLX6",0,NA,NA,NA,NA,NA
"MAP3K9","MAP3K9",5.15447319741622,-0.108792631318286,0.373206009748913,-0.140045251734912,0.888624236948148,0.946460231177611
"RALA","RALA",1097.63670817065,-0.549276600397109,0.114505156830928,-4.78365814104102,1.72133346226008e-06,1.96868917135254e-05
"BAIAP2L1","BAIAP2L1",152.19744781733,-0.201383636690246,0.159044457926156,-1.27012143981119,0.204041375692187,0.405625376618851
"KDM7A","KDM7A",396.354479107929,-0.00742405521469477,0.176324858005878,-0.0603742669580692,0.951857553253969,0.976024297433464
"ETV1","ETV1",200.080069747928,-0.246160707007055,0.195558771371903,-1.26682695714455,0.205217170882878,0.407066648174578
"AGK","AGK",309.729344716901,0.000835381604177768,0.122210427786299,0.00681454500643668,0.994562821832469,0.996900677633054
"ALDH3B1","ALDH3B1",1144.57668154085,0.433011260321667,0.114319833107664,3.80478072959468,0.000141929862589266,0.00106489018602533
"TTC22","TTC22",0,NA,NA,NA,NA,NA
"PHTF2","PHTF2",1072.54663527157,-0.427211707116407,0.0950092525204639,-4.49045992588779,7.10695459152749e-06,7.28296795290644e-05
"CCL26","CCL26",4.03350411215935,-0.0537422504587143,0.366679307328416,-0.200261747708839,0.841275877423838,0.924688179357453
"FARP2","FARP2",879.291557062428,0.58048367430027,0.113073540982162,5.13369799548778,2.84103851062161e-07,3.77599845684436e-06
"USH1C","USH1C",0,NA,NA,NA,NA,NA
"GGCT","GGCT",194.564602032141,-0.155945087832389,0.153390613888975,-1.0389425184182,0.298831470438382,0.51975548410374
"DBF4","DBF4",85.6282673134317,-0.335322307398488,0.193369974058835,-1.7355452901335,0.082644266786417,0.212664756468795
"TBXA2R","TBXA2R",65.8924227802088,-0.587767973552856,0.219087366237831,-2.67377609075823,0.00750025101875164,0.0326535318743212
"IFRD1","IFRD1",1076.36131374468,-0.0465778984854801,0.0927777138158506,-0.500417216701022,0.616781333031978,0.792834385257647
"LGALS14","LGALS14",0,NA,NA,NA,NA,NA
"COX10","COX10",184.552446068422,0.211859018493959,0.158807863948336,1.32470805615371,0.185268000116424,0.381239821687296
"GTF2IRD1","GTF2IRD1",281.511459639533,-0.215524309021015,0.145993936472855,-1.4946234786483,0.135012735096023,0.306141875400155
"PAF1","PAF1",1103.35671397568,-0.202716222502888,0.0990995811112889,-2.04047058091304,0.0413034782823818,0.126886070664968
"VPS41","VPS41",2219.97718633943,-0.0653963104412285,0.0844716122095199,-0.777008958915288,0.437153484711083,0.65203489543333
"ARHGAP44","ARHGAP44",35.6377081287884,-0.0316948506518339,0.270850481364221,-0.160316007546283,0.872632149765295,0.938605390348027
"ELAC2","ELAC2",925.431410108567,0.157896547285119,0.103863923838911,1.52217477157079,0.127965294722011,0.294423746894123
"SCIN","SCIN",1.90977191262579,0.00995431910990083,0.328029206404868,-0.0925147471116499,0.926289074968399,NA
"ARSD","ARSD",439.376170515479,-0.0055687802093632,0.127022350329463,-0.0614412161460933,0.951007828606856,0.975924998275997
"PNPLA4","PNPLA4",148.269662078969,0.0114313428531063,0.173809600775318,0.0683985137810932,0.94546840489229,0.973955541773019
"MYH13","MYH13",10.2546446447513,1.36225893356616,0.373974735368822,3.52263507268313,0.000427279250715329,0.00281509175009915
"ADIPOR2","ADIPOR2",1095.86283021881,0.235051963968968,0.091007460624524,2.58311580646572,0.00979124510267551,0.0406230820462627
"CDKL3","CDKL3",11.6816488349884,-0.484062731083462,0.356577407920147,-1.3547478538058,0.175497905738038,0.368294319232086
"UPP2","UPP2",1.79909062167197,-0.241651917552496,0.302082737818286,-1.13010453423547,0.258432179375402,NA
"PRSS21","PRSS21",1.69308915289903,0.0228858499983036,0.289135324711071,-0.0981697990107073,0.9217974634976,NA
"MARK4","MARK4",782.891040901302,0.0853269753924223,0.100616351423424,0.848090642646993,0.396387492457715,0.614330580183583
"PROM1","PROM1",0.318267551810838,-0.0242147245913924,0.152001507196924,-0.131469339223105,0.895404039778983,NA
"CCDC124","CCDC124",650.593950279498,0.232507886721274,0.111480767404493,2.07920986400691,0.0375980654230968,0.11817524617321
"CEACAM21","CEACAM21",0,NA,NA,NA,NA,NA
"PAFAH1B1","PAFAH1B1",3296.20672394882,0.102393423633854,0.0746531376626318,1.37150384451238,0.170217945886374,0.360366251179385
"NOS2","NOS2",1.48348627674866,-0.0750600077811358,0.270610489618148,0.146672751029726,0.883390327485908,NA
"DNAH9","DNAH9",0.68446397939914,-0.0845647173832519,0.22047895493294,-0.359823719405628,0.718978964113855,NA
"BLTP2","BLTP2",4261.37802687618,-0.00965827904485221,0.0861540794502839,-0.114629672437133,0.908738659526186,0.955944739621772
"SLC13A2","SLC13A2",0,NA,NA,NA,NA,NA
"GAS7","GAS7",427.649396288922,-1.27321302592008,0.177818379973992,-7.39170826026447,1.44954299893944e-13,4.43265629018313e-12
"TRAPPC6A","TRAPPC6A",129.188410941242,0.238495270835308,0.199089177204233,1.18476811910597,0.236109140947565,0.444834489774922
"MATK","MATK",0.0894448445282099,0.0386192648689605,0.151907570875714,0.235712962518797,0.813655410650317,NA
"CEACAM7","CEACAM7",0,NA,NA,NA,NA,NA
"CD79B","CD79B",2.08233650369799,0.110239212453429,0.285668898958973,0.518762966444647,0.603926046103857,NA
"SCN4A","SCN4A",0.782114023219104,-0.0612782258713264,0.229646099619586,-0.357350146856035,0.720829693108976,NA
"ST7L","ST7L",154.278441330129,0.122635177673008,0.176245651713014,0.648659239347047,0.516558656107443,0.717749088514243
"TKTL1","TKTL1",0,NA,NA,NA,NA,NA
"PAX6","PAX6",32.2615643029071,0.237227998394159,0.28005267864849,0.893832575584956,0.371411477016172,0.588880147043509
"RPUSD1","RPUSD1",251.403311823452,0.103592705718501,0.132713373966541,0.761622923124716,0.446285089444773,0.660075383762088
"RHBDF1","RHBDF1",1830.51362163344,0.0595327542199104,0.0961710757919632,0.61309475050438,0.53981369106287,0.735097549263081
"LUC7L","LUC7L",670.660005416874,-0.173777579374036,0.0995407316675127,-1.74582521944042,0.0808413272821261,0.209379992425834
"CACNA2D2","CACNA2D2",17.9346527396648,0.292167068552414,0.351218923551017,0.648822938921693,0.51645282875324,0.717730826588341
"BAIAP3","BAIAP3",8.16492898610509,0.206398292757597,0.369639706154159,0.565921552538327,0.57144710960735,0.75922544458998
"TSR3","TSR3",452.729247383759,0.0988639771807279,0.122609878614968,0.798532405142532,0.424561595881034,0.640899808489616
"PIGQ","PIGQ",648.086981166506,0.154959843699386,0.12530444698222,1.23280340089989,0.217649122202085,0.422286612098611
"CRAMP1","CRAMP1",211.119576464986,0.0865776288201703,0.142966415856552,0.604587972637051,0.545452800151159,0.739488485449261
"TEAD3","TEAD3",1622.0257402963,0.584471859593686,0.0839490661926605,6.96288226007171,3.33380440628655e-12,8.51534632960146e-11
"SELE","SELE",0,NA,NA,NA,NA,NA
"DNAJC11","DNAJC11",615.247689817176,0.0284371858608611,0.100258566820787,0.282081830183815,0.777880765151493,0.890901055031877
"FMO3","FMO3",861.210875298079,0.236047921164346,0.110552056141995,2.13443980701013,0.0328067959907444,0.106114017120505
"MYLIP","MYLIP",340.357032983283,-0.488010023383897,0.120360039797281,-4.05200301606323,5.07810103296127e-05,0.000424354539776747
"NOX1","NOX1",9.82512429834699,0.37411897994676,0.363304559447006,1.0756679830089,0.282075771318086,0.499959030770573
"E2F2","E2F2",1.34012879155459,0.315911286483361,0.273635410187103,1.05809816793545,0.290010689587962,NA
"PSMB1","PSMB1",1522.95055613648,0.0393402796620132,0.0823492482778837,0.47817008415698,0.632529153142392,0.802740991227584
"SYN1","SYN1",18.0817550819761,0.47772337803245,0.337972443806732,1.47873718325657,0.139210570374588,0.313072974401569
"JARID2","JARID2",301.711711014445,0.422943208407185,0.140702443571105,2.99836577531257,0.0027143168953441,0.0139216433880479
"CDKL5","CDKL5",102.666615170516,-0.210942628619444,0.214563113778553,-1.03700928555168,0.299731529705742,0.520613115242458
"CAMK1G","CAMK1G",5.83502408715523,-0.106195150604336,0.373341646148449,-0.458363408969328,0.64669137553038,0.812707990645033
"CDK11A","CDK11A",22.3427666625826,-0.169757234501896,0.308134293339715,-0.53308434178435,0.593975197638472,0.776273902515596
"NADK","NADK",1666.70041689618,0.75315704467564,0.120994947722407,6.21419584963107,5.15881524726211e-10,1.02316502404032e-08
"TFAP2B","TFAP2B",0.555476383431646,0.0188916050140011,0.18621170309377,0.0720530172266793,0.942559715810499,NA
"TFAP2D","TFAP2D",0,NA,NA,NA,NA,NA
"DLEC1","DLEC1",6.00218857034899,-0.00953796543646814,0.373320602939702,-0.335226761303907,0.737454036185979,0.868590740022749
"CYTH3","CYTH3",3721.57460374382,1.15922126313504,0.100986247915627,11.4659943726141,1.95501028235579e-30,2.2909437285835e-28
"ADAM22","ADAM22",18.1010556207458,-0.21396190612389,0.325724826505793,-0.652070158506249,0.514355913882717,0.716049481637216
"SYPL1","SYPL1",1967.91994525275,0.270930816105097,0.104491053117389,2.59197893238028,0.00954256150711871,0.0397632632181811
"CYB561","CYB561",522.06002543239,0.00440089069538773,0.10896980338841,0.0370930834708326,0.97041078682575,0.984859870881019
"SPAG9","SPAG9",2907.64127856294,-0.0342706355379563,0.0774089515666342,-0.443338812038144,0.657520686591754,0.819485269129659
"CELSR3","CELSR3",87.4604262264434,0.242115207782104,0.199851019598708,1.20022194015037,0.230053156556748,0.437688253888704
"AASS","AASS",722.829506166899,1.07066737648447,0.105164651082584,10.1740237487166,2.58983861438688e-24,2.13745228868027e-22
"PLEKHG6","PLEKHG6",7.72954766139557,0.318578736281017,0.371165972696522,0.745067302132399,0.45623103474062,0.66790030653283
"SS18L2","SS18L2",121.996064489249,0.493892777025841,0.19894578634213,2.48266548834042,0.0130403480515175,0.0512499700304262
"MPND","MPND",82.6032762764983,0.0583112976829454,0.198280319047967,0.277381718451529,0.781487017661897,0.892754202030821
"MGST1","MGST1",3596.43795413835,0.0989415226805746,0.0914947434739641,1.09712627891255,0.272586194033399,0.489058796466669
"CRY1","CRY1",268.522383826265,0.0803695031148575,0.154353945937415,0.527890488253192,0.597575346892799,0.778202209885519
"PGLYRP1","PGLYRP1",1.72289617230496,0.449674973995382,0.296577291212646,1.48513374585699,0.137508398381787,NA
"NFIX","NFIX",10822.3512958855,-0.327239442502708,0.0681084008682834,-4.80426612446022,1.55320132058134e-06,1.79002953995827e-05
"ST3GAL1","ST3GAL1",1571.55892873622,-0.587415949222992,0.0950844484129853,-6.19188094073508,5.9450452532619e-10,1.17003063695927e-08
"MMP25","MMP25",2.58030662527055,-0.19252816925901,0.342914517758083,-0.752331168137098,0.451851928698769,NA
"IL32","IL32",183.039907374899,-0.725377114381818,0.180668196856178,-3.89809399391959,9.69527862145379e-05,0.000757415888640901
"PKD1","PKD1",5433.99911455155,0.463821542387793,0.125571245192429,3.68722521969501,0.000226712691228848,0.00161272776786563
"MAPK8IP2","MAPK8IP2",17.3768378430631,0.291261866125172,0.33934986945223,0.781729978846283,0.434373279445289,0.649914094939901
"MED24","MED24",1153.36643217994,-0.0285863812717685,0.0930287430378266,-0.309433515129435,0.756991779114985,0.879120668824433
"RHOBTB2","RHOBTB2",559.291322718286,0.531958369904284,0.116157260193598,4.56835157464441,4.91574984945096e-06,5.20066684623857e-05
"HEATR5B","HEATR5B",709.272219569413,0.0379275904896737,0.0956843514200353,0.395692294095992,0.692332040937028,0.841620934465024
"SEC62","SEC62",5090.4994894026,0.167651504227534,0.0795220309219116,2.10862374168696,0.0349770719082665,0.111721396351186
"RPS20","RPS20",10834.9475274542,-0.0405896508487505,0.0719225332494955,-0.565867372084968,0.571483943211336,0.75922544458998
"CSDE1","CSDE1",15808.8506992301,0.00554967332296681,0.0762280591406034,0.0730595059820481,0.941758765049856,0.972091097517505
"UBE3C","UBE3C",2105.29138796367,0.201797905381009,0.0789312215752623,2.55662398348946,0.0105693398310077,0.043301290564665
